workerID,taskID,response,goldLabel,taskContent
A18941IO2ZZWW6,872,1,1,south side store part redevelop abandon steel plant fell num2-num2 vote passag requir major num2 vote num2-memb council
A11GX90QFWDLMM,872,1,1,south side store part redevelop abandon steel plant fell num2-num2 vote passag requir major num2 vote num2-memb council
A1QL3BQX00Y2OC,862,1,1,search focus hangman 's cell reputedli num3 french prison war execut num2th centuri master ropemak 's hous
AVIVV0WYFK6EJ,862,1,1,search focus hangman 's cell reputedli num3 french prison war execut num2th centuri master ropemak 's hous
A15L6WGIK3VU7N,862,1,1,search focus hangman 's cell reputedli num3 french prison war execut num2th centuri master ropemak 's hous
A39APWH62XBLR9,862,1,1,search focus hangman 's cell reputedli num3 french prison war execut num2th centuri master ropemak 's hous
AQ6JP5VBCTYDN,862,1,1,search focus hangman 's cell reputedli num3 french prison war execut num2th centuri master ropemak 's hous
A3NWTTG6VC0N8S,862,0,1,search focus hangman 's cell reputedli num3 french prison war execut num2th centuri master ropemak 's hous
AXBQF8RALCIGV,862,1,1,search focus hangman 's cell reputedli num3 french prison war execut num2th centuri master ropemak 's hous
A1G42XP7E394WU,862,1,1,search focus hangman 's cell reputedli num3 french prison war execut num2th centuri master ropemak 's hous
A18941IO2ZZWW6,862,0,1,search focus hangman 's cell reputedli num3 french prison war execut num2th centuri master ropemak 's hous
A11GX90QFWDLMM,862,1,1,search focus hangman 's cell reputedli num3 french prison war execut num2th centuri master ropemak 's hous
A1QL3BQX00Y2OC,1389,0,0,nasa administr sean o'keef present apollo gemini mercuri astronaut survivor commemor plaqu contain small piec lunar rock
AVIVV0WYFK6EJ,1389,0,0,nasa administr sean o'keef present apollo gemini mercuri astronaut survivor commemor plaqu contain small piec lunar rock
A15L6WGIK3VU7N,1389,0,0,nasa administr sean o'keef present apollo gemini mercuri astronaut survivor commemor plaqu contain small piec lunar rock
A39APWH62XBLR9,1389,0,0,nasa administr sean o'keef present apollo gemini mercuri astronaut survivor commemor plaqu contain small piec lunar rock
AQ6JP5VBCTYDN,1389,0,0,nasa administr sean o'keef present apollo gemini mercuri astronaut survivor commemor plaqu contain small piec lunar rock
A3NWTTG6VC0N8S,1389,0,0,nasa administr sean o'keef present apollo gemini mercuri astronaut survivor commemor plaqu contain small piec lunar rock
AXBQF8RALCIGV,1389,1,0,nasa administr sean o'keef present apollo gemini mercuri astronaut survivor commemor plaqu contain small piec lunar rock
A1G42XP7E394WU,1389,0,0,nasa administr sean o'keef present apollo gemini mercuri astronaut survivor commemor plaqu contain small piec lunar rock
A18941IO2ZZWW6,1389,0,0,nasa administr sean o'keef present apollo gemini mercuri astronaut survivor commemor plaqu contain small piec lunar rock
A11GX90QFWDLMM,1389,1,0,nasa administr sean o'keef present apollo gemini mercuri astronaut survivor commemor plaqu contain small piec lunar rock
A1QL3BQX00Y2OC,1398,1,1,seagat technolog inc. report loss num2 million revenu numnum2 billion
AVIVV0WYFK6EJ,1398,1,1,seagat technolog inc. report loss num2 million revenu numnum2 billion
A15L6WGIK3VU7N,1398,1,1,seagat technolog inc. report loss num2 million revenu numnum2 billion
A39APWH62XBLR9,1398,1,1,seagat technolog inc. report loss num2 million revenu numnum2 billion
AQ6JP5VBCTYDN,1398,1,1,seagat technolog inc. report loss num2 million revenu numnum2 billion
A3NWTTG6VC0N8S,1398,1,1,seagat technolog inc. report loss num2 million revenu numnum2 billion
AXBQF8RALCIGV,1398,1,1,seagat technolog inc. report loss num2 million revenu numnum2 billion
A1G42XP7E394WU,1398,1,1,seagat technolog inc. report loss num2 million revenu numnum2 billion
A18941IO2ZZWW6,1398,0,1,seagat technolog inc. report loss num2 million revenu numnum2 billion
A11GX90QFWDLMM,1398,1,1,seagat technolog inc. report loss num2 million revenu numnum2 billion
A1QL3BQX00Y2OC,1866,0,0,death toll worst india howev num3 fatal far
AVIVV0WYFK6EJ,1866,0,0,death toll worst india howev num3 fatal far
A15L6WGIK3VU7N,1866,0,0,death toll worst india howev num3 fatal far
A39APWH62XBLR9,1866,0,0,death toll worst india howev num3 fatal far
AQ6JP5VBCTYDN,1866,0,0,death toll worst india howev num3 fatal far
A3NWTTG6VC0N8S,1866,0,0,death toll worst india howev num3 fatal far
AXBQF8RALCIGV,1866,0,0,death toll worst india howev num3 fatal far
A1G42XP7E394WU,1866,0,0,death toll worst india howev num3 fatal far
A18941IO2ZZWW6,1866,1,0,death toll worst india howev num3 fatal far
A11GX90QFWDLMM,1866,1,0,death toll worst india howev num3 fatal far
A1QL3BQX00Y2OC,760,1,1,alameda central west zocalo creat num4
AVIVV0WYFK6EJ,760,1,1,alameda central west zocalo creat num4
A15L6WGIK3VU7N,760,1,1,alameda central west zocalo creat num4
A39APWH62XBLR9,760,1,1,alameda central west zocalo creat num4
AQ6JP5VBCTYDN,760,1,1,alameda central west zocalo creat num4
A3NWTTG6VC0N8S,760,1,1,alameda central west zocalo creat num4
AXBQF8RALCIGV,760,1,1,alameda central west zocalo creat num4
A1G42XP7E394WU,760,1,1,alameda central west zocalo creat num4
A18941IO2ZZWW6,760,1,1,alameda central west zocalo creat num4
A11GX90QFWDLMM,760,1,1,alameda central west zocalo creat num4
A1QL3BQX00Y2OC,1828,0,0,num3 peopl kill suicid bomb clash wednesday iraq 's interim govern mark first month offic
AVIVV0WYFK6EJ,1828,0,0,num3 peopl kill suicid bomb clash wednesday iraq 's interim govern mark first month offic
A15L6WGIK3VU7N,1828,0,0,num3 peopl kill suicid bomb clash wednesday iraq 's interim govern mark first month offic
A39APWH62XBLR9,1828,0,0,num3 peopl kill suicid bomb clash wednesday iraq 's interim govern mark first month offic
AQ6JP5VBCTYDN,1828,0,0,num3 peopl kill suicid bomb clash wednesday iraq 's interim govern mark first month offic
A3NWTTG6VC0N8S,1828,0,0,num3 peopl kill suicid bomb clash wednesday iraq 's interim govern mark first month offic
AXBQF8RALCIGV,1828,0,0,num3 peopl kill suicid bomb clash wednesday iraq 's interim govern mark first month offic
A1G42XP7E394WU,1828,0,0,num3 peopl kill suicid bomb clash wednesday iraq 's interim govern mark first month offic
A18941IO2ZZWW6,1828,1,0,num3 peopl kill suicid bomb clash wednesday iraq 's interim govern mark first month offic
A11GX90QFWDLMM,1828,1,0,num3 peopl kill suicid bomb clash wednesday iraq 's interim govern mark first month offic
A1QL3BQX00Y2OC,729,0,0,spaniard led hernan cort arriv num4 tenochtitlan num3 num3 inhabit
AVIVV0WYFK6EJ,729,0,0,spaniard led hernan cort arriv num4 tenochtitlan num3 num3 inhabit
A15L6WGIK3VU7N,729,0,0,spaniard led hernan cort arriv num4 tenochtitlan num3 num3 inhabit
A39APWH62XBLR9,729,0,0,spaniard led hernan cort arriv num4 tenochtitlan num3 num3 inhabit
AQ6JP5VBCTYDN,729,1,0,spaniard led hernan cort arriv num4 tenochtitlan num3 num3 inhabit
A3NWTTG6VC0N8S,729,0,0,spaniard led hernan cort arriv num4 tenochtitlan num3 num3 inhabit
AXBQF8RALCIGV,729,0,0,spaniard led hernan cort arriv num4 tenochtitlan num3 num3 inhabit
A1G42XP7E394WU,729,0,0,spaniard led hernan cort arriv num4 tenochtitlan num3 num3 inhabit
A18941IO2ZZWW6,729,1,0,spaniard led hernan cort arriv num4 tenochtitlan num3 num3 inhabit
A11GX90QFWDLMM,729,0,0,spaniard led hernan cort arriv num4 tenochtitlan num3 num3 inhabit
A1QL3BQX00Y2OC,734,0,0,aztec indian found citi site modern-day mexico citi num2th centuri
AVIVV0WYFK6EJ,734,0,0,aztec indian found citi site modern-day mexico citi num2th centuri
A15L6WGIK3VU7N,734,0,0,aztec indian found citi site modern-day mexico citi num2th centuri
A39APWH62XBLR9,734,0,0,aztec indian found citi site modern-day mexico citi num2th centuri
AQ6JP5VBCTYDN,734,0,0,aztec indian found citi site modern-day mexico citi num2th centuri
A3NWTTG6VC0N8S,734,0,0,aztec indian found citi site modern-day mexico citi num2th centuri
AXBQF8RALCIGV,734,0,0,aztec indian found citi site modern-day mexico citi num2th centuri
A1G42XP7E394WU,734,0,0,aztec indian found citi site modern-day mexico citi num2th centuri
A18941IO2ZZWW6,734,1,0,aztec indian found citi site modern-day mexico citi num2th centuri
A11GX90QFWDLMM,734,1,0,aztec indian found citi site modern-day mexico citi num2th centuri
A15L6WGIK3VU7N,1862,0,0,suicid attack kill num2 peopl explod bomb-laden vehicl outsid central baqouba polic station wednesday
AXBQF8RALCIGV,1862,0,0,suicid attack kill num2 peopl explod bomb-laden vehicl outsid central baqouba polic station wednesday
A3MWTGQFPYGGW6,1862,0,0,suicid attack kill num2 peopl explod bomb-laden vehicl outsid central baqouba polic station wednesday
AEX5NCH03LWSG,1862,0,0,suicid attack kill num2 peopl explod bomb-laden vehicl outsid central baqouba polic station wednesday
A14JQX7IFAICP0,1862,1,0,suicid attack kill num2 peopl explod bomb-laden vehicl outsid central baqouba polic station wednesday
A18941IO2ZZWW6,1862,1,0,suicid attack kill num2 peopl explod bomb-laden vehicl outsid central baqouba polic station wednesday
A11GX90QFWDLMM,1862,1,0,suicid attack kill num2 peopl explod bomb-laden vehicl outsid central baqouba polic station wednesday
A29CFIMDI0ID2V,1862,0,0,suicid attack kill num2 peopl explod bomb-laden vehicl outsid central baqouba polic station wednesday
AQ1WI10VDQ7FE,1862,1,0,suicid attack kill num2 peopl explod bomb-laden vehicl outsid central baqouba polic station wednesday
A5TYBSH7AYMK7,1862,0,0,suicid attack kill num2 peopl explod bomb-laden vehicl outsid central baqouba polic station wednesday
A15L6WGIK3VU7N,715,1,1,citi mark topograph contrast buda built higher river terrac hill western side consider larger pest spread out flat featureless sand plain river 's opposit bank
AXBQF8RALCIGV,715,0,1,citi mark topograph contrast buda built higher river terrac hill western side consider larger pest spread out flat featureless sand plain river 's opposit bank
A3MWTGQFPYGGW6,715,1,1,citi mark topograph contrast buda built higher river terrac hill western side consider larger pest spread out flat featureless sand plain river 's opposit bank
AEX5NCH03LWSG,715,1,1,citi mark topograph contrast buda built higher river terrac hill western side consider larger pest spread out flat featureless sand plain river 's opposit bank
A14JQX7IFAICP0,715,1,1,citi mark topograph contrast buda built higher river terrac hill western side consider larger pest spread out flat featureless sand plain river 's opposit bank
A18941IO2ZZWW6,715,1,1,citi mark topograph contrast buda built higher river terrac hill western side consider larger pest spread out flat featureless sand plain river 's opposit bank
A11GX90QFWDLMM,715,1,1,citi mark topograph contrast buda built higher river terrac hill western side consider larger pest spread out flat featureless sand plain river 's opposit bank
A29CFIMDI0ID2V,715,1,1,citi mark topograph contrast buda built higher river terrac hill western side consider larger pest spread out flat featureless sand plain river 's opposit bank
AQ1WI10VDQ7FE,715,1,1,citi mark topograph contrast buda built higher river terrac hill western side consider larger pest spread out flat featureless sand plain river 's opposit bank
A5TYBSH7AYMK7,715,1,1,citi mark topograph contrast buda built higher river terrac hill western side consider larger pest spread out flat featureless sand plain river 's opposit bank
A15L6WGIK3VU7N,850,1,1,cinema show new harri potter film issu night vision goggl bid stamp out piraci
AXBQF8RALCIGV,850,1,1,cinema show new harri potter film issu night vision goggl bid stamp out piraci
A3MWTGQFPYGGW6,850,1,1,cinema show new harri potter film issu night vision goggl bid stamp out piraci
AEX5NCH03LWSG,850,1,1,cinema show new harri potter film issu night vision goggl bid stamp out piraci
A14JQX7IFAICP0,850,1,1,cinema show new harri potter film issu night vision goggl bid stamp out piraci
A18941IO2ZZWW6,850,1,1,cinema show new harri potter film issu night vision goggl bid stamp out piraci
A11GX90QFWDLMM,850,1,1,cinema show new harri potter film issu night vision goggl bid stamp out piraci
A29CFIMDI0ID2V,850,1,1,cinema show new harri potter film issu night vision goggl bid stamp out piraci
AQ1WI10VDQ7FE,850,1,1,cinema show new harri potter film issu night vision goggl bid stamp out piraci
A5TYBSH7AYMK7,850,0,1,cinema show new harri potter film issu night vision goggl bid stamp out piraci
A15L6WGIK3VU7N,1411,0,0,accident discoveri skull two young men walk along columbia river caus sensat not age also featur not resembl modern american indian would expect
AXBQF8RALCIGV,1411,0,0,accident discoveri skull two young men walk along columbia river caus sensat not age also featur not resembl modern american indian would expect
A3MWTGQFPYGGW6,1411,1,0,accident discoveri skull two young men walk along columbia river caus sensat not age also featur not resembl modern american indian would expect
AEX5NCH03LWSG,1411,0,0,accident discoveri skull two young men walk along columbia river caus sensat not age also featur not resembl modern american indian would expect
A14JQX7IFAICP0,1411,0,0,accident discoveri skull two young men walk along columbia river caus sensat not age also featur not resembl modern american indian would expect
A18941IO2ZZWW6,1411,1,0,accident discoveri skull two young men walk along columbia river caus sensat not age also featur not resembl modern american indian would expect
A11GX90QFWDLMM,1411,0,0,accident discoveri skull two young men walk along columbia river caus sensat not age also featur not resembl modern american indian would expect
A29CFIMDI0ID2V,1411,1,0,accident discoveri skull two young men walk along columbia river caus sensat not age also featur not resembl modern american indian would expect
AQ1WI10VDQ7FE,1411,0,0,accident discoveri skull two young men walk along columbia river caus sensat not age also featur not resembl modern american indian would expect
A5TYBSH7AYMK7,1411,0,0,accident discoveri skull two young men walk along columbia river caus sensat not age also featur not resembl modern american indian would expect
A15L6WGIK3VU7N,2151,0,0,bodi found still seat car blacken intens heat
AXBQF8RALCIGV,2151,0,0,bodi found still seat car blacken intens heat
A3MWTGQFPYGGW6,2151,1,0,bodi found still seat car blacken intens heat
AEX5NCH03LWSG,2151,0,0,bodi found still seat car blacken intens heat
A14JQX7IFAICP0,2151,0,0,bodi found still seat car blacken intens heat
A18941IO2ZZWW6,2151,1,0,bodi found still seat car blacken intens heat
A11GX90QFWDLMM,2151,0,0,bodi found still seat car blacken intens heat
A29CFIMDI0ID2V,2151,1,0,bodi found still seat car blacken intens heat
AQ1WI10VDQ7FE,2151,0,0,bodi found still seat car blacken intens heat
A5TYBSH7AYMK7,2151,0,0,bodi found still seat car blacken intens heat
A15L6WGIK3VU7N,2157,0,0,combin oil price still hover near num2 barrel
AXBQF8RALCIGV,2157,1,0,combin oil price still hover near num2 barrel
A3MWTGQFPYGGW6,2157,0,0,combin oil price still hover near num2 barrel
AEX5NCH03LWSG,2157,0,0,combin oil price still hover near num2 barrel
A14JQX7IFAICP0,2157,1,0,combin oil price still hover near num2 barrel
A18941IO2ZZWW6,2157,1,0,combin oil price still hover near num2 barrel
A11GX90QFWDLMM,2157,1,0,combin oil price still hover near num2 barrel
A29CFIMDI0ID2V,2157,0,0,combin oil price still hover near num2 barrel
AQ1WI10VDQ7FE,2157,0,0,combin oil price still hover near num2 barrel
A5TYBSH7AYMK7,2157,0,0,combin oil price still hover near num2 barrel
A15L6WGIK3VU7N,880,1,1,greek govern spend num billion euro
AXBQF8RALCIGV,880,1,1,greek govern spend num billion euro
A3MWTGQFPYGGW6,880,1,1,greek govern spend num billion euro
AEX5NCH03LWSG,880,1,1,greek govern spend num billion euro
A14JQX7IFAICP0,880,1,1,greek govern spend num billion euro
A18941IO2ZZWW6,880,0,1,greek govern spend num billion euro
A11GX90QFWDLMM,880,1,1,greek govern spend num billion euro
A29CFIMDI0ID2V,880,0,1,greek govern spend num billion euro
AQ1WI10VDQ7FE,880,1,1,greek govern spend num billion euro
A5TYBSH7AYMK7,880,1,1,greek govern spend num billion euro
A15L6WGIK3VU7N,1361,1,1,filipino hostag iraq releas
AXBQF8RALCIGV,1361,1,1,filipino hostag iraq releas
A3MWTGQFPYGGW6,1361,1,1,filipino hostag iraq releas
AEX5NCH03LWSG,1361,1,1,filipino hostag iraq releas
A14JQX7IFAICP0,1361,1,1,filipino hostag iraq releas
A18941IO2ZZWW6,1361,1,1,filipino hostag iraq releas
A11GX90QFWDLMM,1361,1,1,filipino hostag iraq releas
A29CFIMDI0ID2V,1361,1,1,filipino hostag iraq releas
AQ1WI10VDQ7FE,1361,1,1,filipino hostag iraq releas
A5TYBSH7AYMK7,1361,1,1,filipino hostag iraq releas
A15L6WGIK3VU7N,832,1,1,oil price soar new height terrorist attack saudi arabia nation 's influenti oil minist tri reassur market yesterday opec would best provid adequ suppli
AXBQF8RALCIGV,832,1,1,oil price soar new height terrorist attack saudi arabia nation 's influenti oil minist tri reassur market yesterday opec would best provid adequ suppli
A3MWTGQFPYGGW6,832,1,1,oil price soar new height terrorist attack saudi arabia nation 's influenti oil minist tri reassur market yesterday opec would best provid adequ suppli
AEX5NCH03LWSG,832,1,1,oil price soar new height terrorist attack saudi arabia nation 's influenti oil minist tri reassur market yesterday opec would best provid adequ suppli
A14JQX7IFAICP0,832,1,1,oil price soar new height terrorist attack saudi arabia nation 's influenti oil minist tri reassur market yesterday opec would best provid adequ suppli
A18941IO2ZZWW6,832,1,1,oil price soar new height terrorist attack saudi arabia nation 's influenti oil minist tri reassur market yesterday opec would best provid adequ suppli
A11GX90QFWDLMM,832,1,1,oil price soar new height terrorist attack saudi arabia nation 's influenti oil minist tri reassur market yesterday opec would best provid adequ suppli
A29CFIMDI0ID2V,832,1,1,oil price soar new height terrorist attack saudi arabia nation 's influenti oil minist tri reassur market yesterday opec would best provid adequ suppli
AQ1WI10VDQ7FE,832,0,1,oil price soar new height terrorist attack saudi arabia nation 's influenti oil minist tri reassur market yesterday opec would best provid adequ suppli
A5TYBSH7AYMK7,832,1,1,oil price soar new height terrorist attack saudi arabia nation 's influenti oil minist tri reassur market yesterday opec would best provid adequ suppli
A15L6WGIK3VU7N,868,0,0,sever peopl includ woman two children suffer injuri incid
AXBQF8RALCIGV,868,0,0,sever peopl includ woman two children suffer injuri incid
A3MWTGQFPYGGW6,868,0,0,sever peopl includ woman two children suffer injuri incid
AEX5NCH03LWSG,868,0,0,sever peopl includ woman two children suffer injuri incid
A14JQX7IFAICP0,868,0,0,sever peopl includ woman two children suffer injuri incid
A18941IO2ZZWW6,868,1,0,sever peopl includ woman two children suffer injuri incid
A11GX90QFWDLMM,868,0,0,sever peopl includ woman two children suffer injuri incid
A29CFIMDI0ID2V,868,0,0,sever peopl includ woman two children suffer injuri incid
AQ1WI10VDQ7FE,868,0,0,sever peopl includ woman two children suffer injuri incid
A5TYBSH7AYMK7,868,0,0,sever peopl includ woman two children suffer injuri incid
A15L6WGIK3VU7N,1853,0,0,prime minist allawi sent out letter countri might candid
AXBQF8RALCIGV,1853,0,0,prime minist allawi sent out letter countri might candid
A3MWTGQFPYGGW6,1853,0,0,prime minist allawi sent out letter countri might candid
AEX5NCH03LWSG,1853,0,0,prime minist allawi sent out letter countri might candid
A14JQX7IFAICP0,1853,0,0,prime minist allawi sent out letter countri might candid
A18941IO2ZZWW6,1853,0,0,prime minist allawi sent out letter countri might candid
A11GX90QFWDLMM,1853,1,0,prime minist allawi sent out letter countri might candid
A29CFIMDI0ID2V,1853,0,0,prime minist allawi sent out letter countri might candid
AQ1WI10VDQ7FE,1853,0,0,prime minist allawi sent out letter countri might candid
A5TYBSH7AYMK7,1853,0,0,prime minist allawi sent out letter countri might candid
A15L6WGIK3VU7N,2176,0,0,china virtual refus korean demand correct distort koguyro histori
AXBQF8RALCIGV,2176,0,0,china virtual refus korean demand correct distort koguyro histori
A3MWTGQFPYGGW6,2176,0,0,china virtual refus korean demand correct distort koguyro histori
AEX5NCH03LWSG,2176,0,0,china virtual refus korean demand correct distort koguyro histori
A14JQX7IFAICP0,2176,1,0,china virtual refus korean demand correct distort koguyro histori
A18941IO2ZZWW6,2176,1,0,china virtual refus korean demand correct distort koguyro histori
A11GX90QFWDLMM,2176,1,0,china virtual refus korean demand correct distort koguyro histori
A29CFIMDI0ID2V,2176,0,0,china virtual refus korean demand correct distort koguyro histori
AQ1WI10VDQ7FE,2176,0,0,china virtual refus korean demand correct distort koguyro histori
A5TYBSH7AYMK7,2176,0,0,china virtual refus korean demand correct distort koguyro histori
A15L6WGIK3VU7N,807,1,1,wit said gunman wear gray pant tan jacket carri gray bag
AXBQF8RALCIGV,807,1,1,wit said gunman wear gray pant tan jacket carri gray bag
A3MWTGQFPYGGW6,807,1,1,wit said gunman wear gray pant tan jacket carri gray bag
AEX5NCH03LWSG,807,1,1,wit said gunman wear gray pant tan jacket carri gray bag
A14JQX7IFAICP0,807,1,1,wit said gunman wear gray pant tan jacket carri gray bag
A18941IO2ZZWW6,807,1,1,wit said gunman wear gray pant tan jacket carri gray bag
A11GX90QFWDLMM,807,0,1,wit said gunman wear gray pant tan jacket carri gray bag
A29CFIMDI0ID2V,807,1,1,wit said gunman wear gray pant tan jacket carri gray bag
AQ1WI10VDQ7FE,807,1,1,wit said gunman wear gray pant tan jacket carri gray bag
A5TYBSH7AYMK7,807,1,1,wit said gunman wear gray pant tan jacket carri gray bag
A15L6WGIK3VU7N,725,1,1,soon becam import citi america jurisdict extend well present unit state far south panama
AXBQF8RALCIGV,725,1,1,soon becam import citi america jurisdict extend well present unit state far south panama
A3MWTGQFPYGGW6,725,1,1,soon becam import citi america jurisdict extend well present unit state far south panama
AEX5NCH03LWSG,725,1,1,soon becam import citi america jurisdict extend well present unit state far south panama
A14JQX7IFAICP0,725,1,1,soon becam import citi america jurisdict extend well present unit state far south panama
A18941IO2ZZWW6,725,1,1,soon becam import citi america jurisdict extend well present unit state far south panama
A11GX90QFWDLMM,725,1,1,soon becam import citi america jurisdict extend well present unit state far south panama
A29CFIMDI0ID2V,725,1,1,soon becam import citi america jurisdict extend well present unit state far south panama
AQ1WI10VDQ7FE,725,1,1,soon becam import citi america jurisdict extend well present unit state far south panama
A5TYBSH7AYMK7,725,1,1,soon becam import citi america jurisdict extend well present unit state far south panama
A15L6WGIK3VU7N,899,1,1,dutch name batavia remain intern recogn name full indonesian independ achiev djakarta offici proclaim nation capit present name recogn decemb num2 num4
AXBQF8RALCIGV,899,1,1,dutch name batavia remain intern recogn name full indonesian independ achiev djakarta offici proclaim nation capit present name recogn decemb num2 num4
A3MWTGQFPYGGW6,899,1,1,dutch name batavia remain intern recogn name full indonesian independ achiev djakarta offici proclaim nation capit present name recogn decemb num2 num4
AEX5NCH03LWSG,899,0,1,dutch name batavia remain intern recogn name full indonesian independ achiev djakarta offici proclaim nation capit present name recogn decemb num2 num4
A14JQX7IFAICP0,899,1,1,dutch name batavia remain intern recogn name full indonesian independ achiev djakarta offici proclaim nation capit present name recogn decemb num2 num4
A18941IO2ZZWW6,899,1,1,dutch name batavia remain intern recogn name full indonesian independ achiev djakarta offici proclaim nation capit present name recogn decemb num2 num4
A11GX90QFWDLMM,899,1,1,dutch name batavia remain intern recogn name full indonesian independ achiev djakarta offici proclaim nation capit present name recogn decemb num2 num4
A29CFIMDI0ID2V,899,1,1,dutch name batavia remain intern recogn name full indonesian independ achiev djakarta offici proclaim nation capit present name recogn decemb num2 num4
AQ1WI10VDQ7FE,899,0,1,dutch name batavia remain intern recogn name full indonesian independ achiev djakarta offici proclaim nation capit present name recogn decemb num2 num4
A5TYBSH7AYMK7,899,1,1,dutch name batavia remain intern recogn name full indonesian independ achiev djakarta offici proclaim nation capit present name recogn decemb num2 num4
A15L6WGIK3VU7N,696,1,1,term music nation philharmon orchestra draw larg crowd
AXBQF8RALCIGV,696,1,1,term music nation philharmon orchestra draw larg crowd
A3MWTGQFPYGGW6,696,1,1,term music nation philharmon orchestra draw larg crowd
AEX5NCH03LWSG,696,1,1,term music nation philharmon orchestra draw larg crowd
A14JQX7IFAICP0,696,0,1,term music nation philharmon orchestra draw larg crowd
A18941IO2ZZWW6,696,0,1,term music nation philharmon orchestra draw larg crowd
A11GX90QFWDLMM,696,1,1,term music nation philharmon orchestra draw larg crowd
A29CFIMDI0ID2V,696,1,1,term music nation philharmon orchestra draw larg crowd
AQ1WI10VDQ7FE,696,1,1,term music nation philharmon orchestra draw larg crowd
A5TYBSH7AYMK7,696,1,1,term music nation philharmon orchestra draw larg crowd
A15L6WGIK3VU7N,2168,0,0,friday report miss lori hack num2 left work stun sob
AXBQF8RALCIGV,2168,0,0,friday report miss lori hack num2 left work stun sob
A3MWTGQFPYGGW6,2168,0,0,friday report miss lori hack num2 left work stun sob
AEX5NCH03LWSG,2168,0,0,friday report miss lori hack num2 left work stun sob
A14JQX7IFAICP0,2168,1,0,friday report miss lori hack num2 left work stun sob
A18941IO2ZZWW6,2168,1,0,friday report miss lori hack num2 left work stun sob
A11GX90QFWDLMM,2168,1,0,friday report miss lori hack num2 left work stun sob
A29CFIMDI0ID2V,2168,0,0,friday report miss lori hack num2 left work stun sob
AQ1WI10VDQ7FE,2168,0,0,friday report miss lori hack num2 left work stun sob
A5TYBSH7AYMK7,2168,0,0,friday report miss lori hack num2 left work stun sob
A15L6WGIK3VU7N,1372,0,0,latest french govern figur show num3 anti-jewish act threat first six month num4 compar num3 last year
AXBQF8RALCIGV,1372,0,0,latest french govern figur show num3 anti-jewish act threat first six month num4 compar num3 last year
A3MWTGQFPYGGW6,1372,1,0,latest french govern figur show num3 anti-jewish act threat first six month num4 compar num3 last year
AEX5NCH03LWSG,1372,0,0,latest french govern figur show num3 anti-jewish act threat first six month num4 compar num3 last year
A14JQX7IFAICP0,1372,1,0,latest french govern figur show num3 anti-jewish act threat first six month num4 compar num3 last year
A18941IO2ZZWW6,1372,1,0,latest french govern figur show num3 anti-jewish act threat first six month num4 compar num3 last year
A11GX90QFWDLMM,1372,1,0,latest french govern figur show num3 anti-jewish act threat first six month num4 compar num3 last year
A29CFIMDI0ID2V,1372,1,0,latest french govern figur show num3 anti-jewish act threat first six month num4 compar num3 last year
AQ1WI10VDQ7FE,1372,0,0,latest french govern figur show num3 anti-jewish act threat first six month num4 compar num3 last year
A5TYBSH7AYMK7,1372,1,0,latest french govern figur show num3 anti-jewish act threat first six month num4 compar num3 last year
A15L6WGIK3VU7N,1412,1,1,anthropologist say kennewick man 's remain part expand bodi evid show american indian long thought origin inhabit america may not first peopl live contin
AXBQF8RALCIGV,1412,0,1,anthropologist say kennewick man 's remain part expand bodi evid show american indian long thought origin inhabit america may not first peopl live contin
A3MWTGQFPYGGW6,1412,1,1,anthropologist say kennewick man 's remain part expand bodi evid show american indian long thought origin inhabit america may not first peopl live contin
AEX5NCH03LWSG,1412,0,1,anthropologist say kennewick man 's remain part expand bodi evid show american indian long thought origin inhabit america may not first peopl live contin
A14JQX7IFAICP0,1412,0,1,anthropologist say kennewick man 's remain part expand bodi evid show american indian long thought origin inhabit america may not first peopl live contin
A18941IO2ZZWW6,1412,1,1,anthropologist say kennewick man 's remain part expand bodi evid show american indian long thought origin inhabit america may not first peopl live contin
A11GX90QFWDLMM,1412,1,1,anthropologist say kennewick man 's remain part expand bodi evid show american indian long thought origin inhabit america may not first peopl live contin
A29CFIMDI0ID2V,1412,1,1,anthropologist say kennewick man 's remain part expand bodi evid show american indian long thought origin inhabit america may not first peopl live contin
AQ1WI10VDQ7FE,1412,1,1,anthropologist say kennewick man 's remain part expand bodi evid show american indian long thought origin inhabit america may not first peopl live contin
A5TYBSH7AYMK7,1412,1,1,anthropologist say kennewick man 's remain part expand bodi evid show american indian long thought origin inhabit america may not first peopl live contin
A15L6WGIK3VU7N,2163,0,0,googl appar not handl bureaucrat paperwork smoothli onlin search engin sort billion web page
AXBQF8RALCIGV,2163,0,0,googl appar not handl bureaucrat paperwork smoothli onlin search engin sort billion web page
A3MWTGQFPYGGW6,2163,0,0,googl appar not handl bureaucrat paperwork smoothli onlin search engin sort billion web page
AEX5NCH03LWSG,2163,0,0,googl appar not handl bureaucrat paperwork smoothli onlin search engin sort billion web page
A14JQX7IFAICP0,2163,1,0,googl appar not handl bureaucrat paperwork smoothli onlin search engin sort billion web page
A18941IO2ZZWW6,2163,1,0,googl appar not handl bureaucrat paperwork smoothli onlin search engin sort billion web page
A11GX90QFWDLMM,2163,1,0,googl appar not handl bureaucrat paperwork smoothli onlin search engin sort billion web page
A29CFIMDI0ID2V,2163,0,0,googl appar not handl bureaucrat paperwork smoothli onlin search engin sort billion web page
AQ1WI10VDQ7FE,2163,0,0,googl appar not handl bureaucrat paperwork smoothli onlin search engin sort billion web page
